
Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2019-10-16","0","16,011","7.74","0","0","0","0","0","0"
"2019-10-17","0","21,435","10.01","0","0","0","0","0","0"
"2019-10-18","0","16,300","7.78","0","0","0","0","0","0"
"2019-10-19","0","12,331","5.72","1","0","0","0","0","0"
"2019-10-20","0","16,378","7.34","0","0","0","0","0","0"
"2019-10-21","0","19,535","9.27","0","0","0","0","0","0"
"2019-10-22","0","18,078","8.54","0","0","0","0","0","0"
"2019-10-23","0","16,608","7.98","3","0","0","0","0","0"
"2019-10-24","0","17,232","8.07","0","0","0","0","0","0"
"2019-10-25","0","20,508","9.33","0","0","0","0","0","0"
"2019-10-26","0","18,497","8.39","2","0","0","0","0","0"
"2019-10-27","0","12,013","5.34","0","0","0","0","0","0"
"2019-10-28","0","20,377","9.67","0","0","0","0","0","0"
"2019-10-29","0","15,557","7.41","0","0","0","0","0","0"
"2019-10-30","0","17,423","8.38","0","0","0","0","0","0"
"2019-10-31","0","20,186","9.41","4","0","0","0","0","0"
"2019-11-01","0","12,067","5.63","3","0","0","0","0","0"
"2019-11-02","0","12,397","5.69","0","0","0","0","0","0"
"2019-11-03","0","12,747","5.81","1","0","0","0","0","0"
"2019-11-04","0","17,940","8.37","0","0","0","0","0","0"
"2019-11-05","0","16,643","8.03","0","0","0","0","0","0"
"2019-11-06","0","11,633","5.69","0","0","0","0","0","0"
"2019-11-07","0","12,896","5.93","0","0","0","0","0","0"
"2019-11-08","0","16,529","7.68","1","0","0","0","0","0"
"2019-11-09","0","13,623","6.24","0","0","0","0","0","0"
"2019-11-10","0","20,698","9.56","0","0","0","0","0","0"
"2019-11-11","0","20,607","9.72","1","0","0","0","0","0"
"2019-11-12","0","18,110","8.56","1","0","0","0","0","0"
"2019-11-13","0","17,197","8.14","0","0","0","0","0","0"
"2019-11-14","0","12,561","5.99","2","0","0","0","0","0"
"2019-11-15","0","17,783","8.55","1","0","0","0","0","0"
"2019-11-16","0","17,997","8.34","1","0","0","0","0","0"
"2019-11-17","0","12,341","5.91","0","0","0","0","0","0"
"2019-11-18","0","16,083","7.71","0","0","0","0","0","0"
"2019-11-19","0","14,643","6.97","3","0","0","0","0","0"
"2019-11-20","0","15,808","7.62","0","0","0","0","0","0"
"2019-11-21","0","12,841","5.91","0","0","0","0","0","0"
"2019-11-22","0","19,038","8.88","0","0","0","0","0","0"
"2019-11-23","0","13,801","6.43","1","0","0","0","0","0"
"2019-11-24","0","17,613","8.17","0","0","0","0","0","0"
"2019-11-25","0","17,111","8.3","4","0","0","0","0","0"
"2019-11-26","0","23,088","10.92","2","0","0","0","0","0"
"2019-11-27","0","18,628","8.87","4","0","0","0","0","0"
"2019-11-28","0","15,843","7.17","1","0","0","0","0","0"
"2019-11-29","0","13,632","6.39","3","0","0","0","0","0"
"2019-11-30","0","17,616","8.01","3","0","0","0","0","0"
"2019-12-01","0","14,160","6.66","1","0","0","0","0","0"
"2019-12-02","0","22,029","10.59","0","0","0","0","0","0"
"2019-12-03","0","19,729","9.29","0","0","0","0","0","0"
"2019-12-04","0","11,282","5.15","0","0","0","0","0","0"
"2019-12-05","0","16,411","7.77","2","0","0","0","0","0"
"2019-12-06","0","17,439","8.26","6","0","0","0","0","0"
"2019-12-07","0","11,748","5.54","4","0","0","0","0","0"
"2019-12-08","0","16,190","7.48","0","0","0","0","0","0"
"2019-12-09","0","19,368","9.23","0","0","0","0","0","0"
"2019-12-10","0","16,800","7.96","7","0","0","0","0","0"
"2019-12-11","0","15,409","7.27","3","0","0","0","0","0"
"2019-12-12","0","17,566","8.14","0","0","0","0","0","0"
"2019-12-13","0","15,278","6.87","0","0","0","0","0","0"
"2019-12-14","0","17,885","8.09","3","0","0","0","0","0"
"2019-12-15","0","16,201","7.55","1","0","0","0","0","0"
"2019-12-16","0","21,099","10.01","1","0","0","0","0","0"
"2019-12-17","0","17,847","8.52","0","0","0","0","0","0"
"2019-12-18","0","13,104","6.07","0","0","0","0","0","0"
"2019-12-19","0","6,710","3.06","0","0","0","0","0","0"
"2019-12-20","0","4,081","1.87","2","0","0","0","0","0"
"2019-12-21","0","14,864","6.77","0","0","0","0","0","0"
"2019-12-22","0","9,231","4.17","1","0","0","0","0","0"
"2019-12-23","0","22,165","10.3","2","0","0","0","0","0"
"2019-12-24","0","12,069","5.54","1","0","0","0","0","0"
"2019-12-25","0","13,508","6.22","0","0","0","0","0","0"
"2019-12-26","0","10,023","4.63","1","0","0","0","0","0"
"2019-12-27","0","10,732","4.88","1","0","0","0","0","0"
"2019-12-28","0","15,312","6.99","0","0","0","0","0","0"
"2019-12-29","0","8,613","4.01","0","0","0","0","0","0"
"2019-12-30","0","19,706","9.26","0","0","0","0","0","0"
"2019-12-31","0","19,281","9.1","2","0","0","0","0","0"
"2020-01-01","0","19,719","9.23","3","0","0","0","0","0"
"2020-01-02","0","8,007","3.64","1","0","0","0","0","0"
"2020-01-03","0","18,660","8.72","2","0","0","0","0","0"
"2020-01-04","0","11,188","5.23","0","0","0","0","0","0"
"2020-01-05","0","4,721","2.13","0","0","0","0","0","0"
"2020-01-06","0","7,317","3.35","0","0","0","0","0","0"
"2020-01-07","0","8,678","3.99","0","0","0","0","0","0"
"2020-01-08","0","10,444","4.77","0","0","0","0","0","0"
"2020-01-09","0","7,810","3.56","0","0","0","0","0","0"
"2020-01-12","0","4,540","2.1","0","0","0","0","0","0"
"2020-01-13","0","14,723","7.13","0","0","0","0","0","0"
"2020-01-14","0","17,363","8.27","1","0","0","0","0","0"
"2020-01-15","0","12,774","6.05","1","0","0","0","0","0"
"2020-01-16","0","20,134","9.42","2","0","0","0","0","0"
"2020-01-17","0","13,657","6.3","0","0","0","0","0","0"
"2020-01-18","0","11,545","5.41","0","0","0","0","0","0"
"2020-01-19","0","14,842","7.09","0","0","0","0","0","0"
"2020-01-20","0","15,842","7.59","1","0","0","0","0","0"
"2020-01-21","0","10,664","4.81","0","0","0","0","0","0"
